1	0	0.00806288
1	0.078125	0.00707851
1	0.15625	0.00621431
1	0.234375	0.00545562
1	0.3125	0.00478956
1	0.390625	0.00420481
1	0.46875	0.00369146
1	0.546875	0.00324078
1	0.625	0.00284512
1	0.703125	0.00249776
1	0.78125	0.00219282
1	0.859375	0.0019251
1	0.9375	0.00169007
1	1.01563	0.00148374
1	1.09375	0.00130259
1	1.17188	0.00114356
1	1.25	0.00100395
1	1.32813	0.000881376
1	1.40625	0.000773771
1	1.48438	0.000679304
1	1.5625	0.000596369
1	1.64063	0.00052356
1	1.71875	0.00045964
1	1.79688	0.000403524
1	1.875	0.000354258
1	1.95313	0.000311008
1	2.03125	0.000273038
1	2.10938	0.000239703
1	2.1875	0.000210438
1	2.26563	0.000184747
1	2.34375	0.000162191
1	2.42188	0.00014239
1	2.5	0.000125006
1	2.57813	0.000109744
1	2.65625	9.63457e-05
1	2.73438	8.45831e-05
1	2.8125	7.42566e-05
1	2.89063	6.51908e-05
1	2.96875	5.72318e-05
1	3.04688	5.02445e-05
1	3.125	4.41103e-05
1	3.20313	3.8725e-05
1	3.28125	3.39971e-05
1	3.35938	2.98465e-05
1	3.4375	2.62026e-05
1	3.51563	2.30036e-05
1	3.59375	2.01952e-05
1	3.67188	1.77296e-05
1	3.75	1.5565e-05
1	3.82813	1.36647e-05
1	3.90625	1.19964e-05
1	3.98438	1.05318e-05
1	4.0625	9.24602e-06
1	4.14063	8.1172e-06
1	4.21875	7.12619e-06
1	4.29688	6.25617e-06
1	4.375	5.49237e-06
1	4.45313	4.82182e-06
1	4.53125	4.23314e-06
1	4.60938	3.71632e-06
1	4.6875	3.26261e-06
1	4.76563	2.86428e-06
1	4.84375	2.51459e-06
1	4.92188	2.20759e-06
1	5	1.93807e-06
1	5.07813	1.70146e-06
1	5.15625	1.49373e-06
1	5.23438	1.31136e-06
1	5.3125	1.15126e-06
1	5.39063	1.01071e-06
1	5.46875	8.87314e-07
1	5.54688	7.78984e-07
1	5.625	6.8388e-07
1	5.70313	6.00386e-07
1	5.78125	5.27087e-07
1	5.85938	4.62736e-07
1	5.9375	4.06242e-07
1	6.01563	3.56645e-07
1	6.09375	3.13103e-07
1	6.17188	2.74877e-07
1	6.25	2.41318e-07
1	6.32813	2.11856e-07
1	6.40625	1.85991e-07
1	6.48438	1.63284e-07
1	6.5625	1.43349e-07
1	6.64063	1.25848e-07
1	6.71875	1.10483e-07
1	6.79688	9.69947e-08
1	6.875	8.51529e-08
1	6.95313	7.47568e-08
1	7.03125	6.56299e-08
1	7.10938	5.76173e-08
1	7.1875	5.0583e-08
1	7.26563	4.44074e-08
1	7.34375	3.89858e-08
1	7.42188	3.42262e-08
1	7.5	3.00476e-08
1	7.57813	2.63791e-08
1	7.65625	2.31586e-08
1	7.73438	2.03312e-08
1	7.8125	1.7849e-08
1	7.89063	1.56699e-08
1	7.96875	1.37568e-08
1	8.04688	1.20772e-08
1	8.125	1.06028e-08
1	8.20313	9.3083e-09
1	8.28125	8.17188e-09
1	8.35938	7.17419e-09
1	8.4375	6.29831e-09
1	8.51563	5.52937e-09
1	8.59375	4.8543e-09
1	8.67188	4.26165e-09
1	8.75	3.74136e-09
1	8.82813	3.28458e-09
1	8.90625	2.88358e-09
1	8.98438	2.53153e-09
1	9.0625	2.22246e-09
1	9.14063	1.95113e-09
1	9.21875	1.71292e-09
1	9.29688	1.50379e-09
1	9.375	1.3202e-09
1	9.45313	1.15902e-09
1	9.53125	1.01752e-09
1	9.60938	8.93291e-10
1	9.6875	7.84231e-10
1	9.76563	6.88486e-10
1	9.84375	6.04431e-10
1	9.92188	5.30637e-10
1.01275	0	0.00806288
1.01275	0.078125	0.00707832
1.01275	0.15625	0.00621399
1.01275	0.234375	0.0054552
1.01275	0.3125	0.00478906
1.01275	0.390625	0.00420427
1.01275	0.46875	0.00369089
1.01275	0.546875	0.00324019
1.01275	0.625	0.00284453
1.01275	0.703125	0.00249719
1.01275	0.78125	0.00219226
1.01275	0.859375	0.00192456
1.01275	0.9375	0.00168955
1.01275	1.01563	0.00148324
1.01275	1.09375	0.00130212
1.01275	1.17188	0.00114312
1.01275	1.25	0.00100353
1.01275	1.32813	0.000880992
1.01275	1.40625	0.000773414
1.01275	1.48438	0.000678972
1.01275	1.5625	0.000596063
1.01275	1.64063	0.000523278
1.01275	1.71875	0.00045938
1.01275	1.79688	0.000403285
1.01275	1.875	0.00035404
1.01275	1.95313	0.000310808
1.01275	2.03125	0.000272856
1.01275	2.10938	0.000239537
1.01275	2.1875	0.000210287
1.01275	2.26563	0.000184609
1.01275	2.34375	0.000162067
1.01275	2.42188	0.000142277
1.01275	2.5	0.000124903
1.01275	2.57813	0.000109651
1.01275	2.65625	9.62619e-05
1.01275	2.73438	8.45074e-05
1.01275	2.8125	7.41882e-05
1.01275	2.89063	6.51291e-05
1.01275	2.96875	5.71762e-05
1.01275	3.04688	5.01944e-05
1.01275	3.125	4.40652e-05
1.01275	3.20313	3.86844e-05
1.01275	3.28125	3.39606e-05
1.01275	3.35938	2.98137e-05
1.01275	3.4375	2.61732e-05
1.01275	3.51563	2.29772e-05
1.01275	3.59375	2.01714e-05
1.01275	3.67188	1.77083e-05
1.01275	3.75	1.55459e-05
1.01275	3.82813	1.36476e-05
1.01275	3.90625	1.19811e-05
1.01275	3.98438	1.05181e-05
1.01275	4.0625	9.23375e-06
1.01275	4.14063	8.10622e-06
1.01275	4.21875	7.11637e-06
1.01275	4.29688	6.24739e-06
1.01275	4.375	5.48453e-06
1.01275	4.45313	4.81481e-06
1.01275	4.53125	4.22688e-06
1.01275	4.60938	3.71074e-06
1.01275	4.6875	3.25762e-06
1.01275	4.76563	2.85983e-06
1.01275	4.84375	2.51062e-06
1.01275	4.92188	2.20405e-06
1.01275	5	1.93491e-06
1.01275	5.07813	1.69864e-06
1.01275	5.15625	1.49122e-06
1.01275	5.23438	1.30913e-06
1.01275	5.3125	1.14927e-06
1.01275	5.39063	1.00893e-06
1.01275	5.46875	8.85734e-07
1.01275	5.54688	7.77577e-07
1.01275	5.625	6.82628e-07
1.01275	5.70313	5.99272e-07
1.01275	5.78125	5.26095e-07
1.01275	5.85938	4.61854e-07
1.01275	5.9375	4.05457e-07
1.01275	6.01563	3.55947e-07
1.01275	6.09375	3.12483e-07
1.01275	6.17188	2.74326e-07
1.01275	6.25	2.40828e-07
1.01275	6.32813	2.1142e-07
1.01275	6.40625	1.85604e-07
1.01275	6.48438	1.6294e-07
1.01275	6.5625	1.43043e-07
1.01275	6.64063	1.25577e-07
1.01275	6.71875	1.10242e-07
1.01275	6.79688	9.67808e-08
1.01275	6.875	8.49629e-08
1.01275	6.95313	7.45882e-08
1.01275	7.03125	6.54802e-08
1.01275	7.10938	5.74845e-08
1.01275	7.1875	5.04651e-08
1.01275	7.26563	4.43028e-08
1.01275	7.34375	3.8893e-08
1.01275	7.42188	3.41438e-08
1.01275	7.5	2.99746e-08
1.01275	7.57813	2.63144e-08
1.01275	7.65625	2.31011e-08
1.01275	7.73438	2.02803e-08
1.01275	7.8125	1.78039e-08
1.01275	7.89063	1.56298e-08
1.01275	7.96875	1.37213e-08
1.01275	8.04688	1.20458e-08
1.01275	8.125	1.05749e-08
1.01275	8.20313	9.2836e-09
1.01275	8.28125	8.14999e-09
1.01275	8.35938	7.1548e-09
1.01275	8.4375	6.28113e-09
1.01275	8.51563	5.51415e-09
1.01275	8.59375	4.84082e-09
1.01275	8.67188	4.24971e-09
1.01275	8.75	3.73078e-09
1.01275	8.82813	3.27522e-09
1.01275	8.90625	2.87528e-09
1.01275	8.98438	2.52418e-09
1.01275	9.0625	2.21596e-09
1.01275	9.14063	1.94537e-09
1.01275	9.21875	1.70782e-09
1.01275	9.29688	1.49928e-09
1.01275	9.375	1.31621e-09
1.01275	9.45313	1.15548e-09
1.01275	9.53125	1.01439e-09
1.01275	9.60938	8.90523e-10
1.01275	9.6875	7.81782e-10
1.01275	9.76563	6.86319e-10
1.01275	9.84375	6.02513e-10
1.01275	9.92188	5.28941e-10
1.02567	0	0.00806288
1.02567	0.078125	0.0070778
1.02567	0.15625	0.00621306
1.02567	0.234375	0.00545398
1.02567	0.3125	0.00478763
1.02567	0.390625	0.0042027
1.02567	0.46875	0.00368924
1.02567	0.546875	0.0032385
1.02567	0.625	0.00284284
1.02567	0.703125	0.00249551
1.02567	0.78125	0.00219062
1.02567	0.859375	0.00192298
1.02567	0.9375	0.00168804
1.02567	1.01563	0.00148181
1.02567	1.09375	0.00130077
1.02567	1.17188	0.00114185
1.02567	1.25	0.00100234
