201 1.0000000000e+00 6.0000000000e-01
201 1.0039062500e+00 5.9922118219e-01
201 1.0078125000e+00 5.9844719286e-01
201 1.0117187500e+00 5.9767797590e-01
201 1.0156250000e+00 5.9691347750e-01
201 1.0195312500e+00 5.9615364455e-01
201 1.0234375000e+00 5.9539842443e-01
201 1.0273437500e+00 5.9464776613e-01
201 1.0312500000e+00 5.9390161926e-01
201 1.0351562500e+00 5.9315993357e-01
201 1.0390625000e+00 5.9242266015e-01
201 1.0429687500e+00 5.9168975103e-01
201 1.0468750000e+00 5.9096115518e-01
201 1.0507812500e+00 5.9023683225e-01
201 1.0546875000e+00 5.8951672979e-01
201 1.0585937500e+00 5.8880080614e-01
201 1.0625000000e+00 5.8808901661e-01
201 1.0664062500e+00 5.8738131479e-01
201 1.0703125000e+00 5.8667765712e-01
201 1.0742187500e+00 5.8597800200e-01
201 1.0781250000e+00 5.8528231172e-01
201 1.0820312500e+00 5.8459052586e-01
201 1.0859375000e+00 5.8390264400e-01
201 1.0898437500e+00 5.8321857756e-01
201 1.0937500000e+00 5.8253830940e-01
201 1.0976562500e+00 5.8186181456e-01
201 1.1015625000e+00 5.8118903351e-01
201 1.1054687500e+00 5.8051992920e-01
201 1.1093750000e+00 5.7985446847e-01
201 1.1132812500e+00 5.7919261578e-01
201 1.1171875000e+00 5.7853433894e-01
201 1.1210937500e+00 5.7787960076e-01
201 1.1250000000e+00 5.7722836032e-01
201 1.1289062500e+00 5.7658057987e-01
201 1.1328125000e+00 5.7593623059e-01
201 1.1367187500e+00 5.7529527845e-01
201 1.1406250000e+00 5.7465768722e-01
201 1.1445312500e+00 5.7402342849e-01
201 1.1484375000e+00 5.7339246472e-01
201 1.1523437500e+00 5.7276476916e-01
201 1.1562500000e+00 5.7214030731e-01
201 1.1601562500e+00 5.7151905662e-01
201 1.1640625000e+00 5.7090095393e-01
201 1.1679687500e+00 5.7028603086e-01
201 1.1718750000e+00 5.6967418491e-01
201 1.1757812500e+00 5.6906542901e-01
201 1.1796875000e+00 5.6845974425e-01
201 1.1835937500e+00 5.6785706439e-01
201 1.1875000000e+00 5.6725737595e-01
201 1.1914062500e+00 5.6666066810e-01
201 1.1953125000e+00 5.6606690436e-01
201 1.1992187500e+00 5.6547604522e-01
201 1.2031250000e+00 5.6488806734e-01
201 1.2070312500e+00 5.6430295091e-01
201 1.2109375000e+00 5.6372067574e-01
201 1.2148437500e+00 5.6314120990e-01
201 1.2187500000e+00 5.6256452178e-01
201 1.2226562500e+00 5.6199058447e-01
201 1.2265625000e+00 5.6141938157e-01
201 1.2304687500e+00 5.6085088679e-01
201 1.2343750000e+00 5.6028508331e-01
201 1.2382812500e+00 5.5972193232e-01
201 1.2421875000e+00 5.5916143305e-01
201 1.2460937500e+00 5.5860351114e-01
201 1.2500000000e+00 5.5804822536e-01
201 1.2539062500e+00 5.5749546425e-01
201 1.2578125000e+00 5.5694526434e-01
201 1.2617187500e+00 5.5639759757e-01
201 1.2656250000e+00 5.5585241235e-01
201 1.2695312500e+00 5.5530971380e-01
201 1.2734375000e+00 5.5476949013e-01
201 1.2773437500e+00 5.5423168558e-01
201 1.2812500000e+00 5.5369629473e-01
201 1.2851562500e+00 5.5316330051e-01
201 1.2890625000e+00 5.5263269376e-01
201 1.2929687500e+00 5.5210442877e-01
201 1.2968750000e+00 5.5157849677e-01
201 1.3007812500e+00 5.5105487947e-01
201 1.3046875000e+00 5.5053356942e-01
201 1.3085937500e+00 5.5001454035e-01
201 1.3125000000e+00 5.4949776383e-01
201 1.3164062500e+00 5.4898322484e-01
201 1.3203125000e+00 5.4847089819e-01
201 1.3242187500e+00 5.4796079620e-01
201 1.3281250000e+00 5.4745285728e-01
201 1.3320312500e+00 5.4694712137e-01
201 1.3359375000e+00 5.4644349943e-01
201 1.3398437500e+00 5.4594201638e-01
201 1.3437500000e+00 5.4544266296e-01
201 1.3476562500e+00 5.4494538490e-01
201 1.3515625000e+00 5.4445020649e-01
201 1.3554687500e+00 5.4395710442e-01
201 1.3593750000e+00 5.4346602906e-01
201 1.3632812500e+00 5.4297698979e-01
201 1.3671875000e+00 5.4248998247e-01
201 1.3710937500e+00 5.4200496574e-01
201 1.3750000000e+00 5.4152192777e-01
201 1.3789062500e+00 5.4104085732e-01
201 1.3828125000e+00 5.4056176807e-01
201 1.3867187500e+00 5.4008460951e-01
201 1.3906250000e+00 5.3960936617e-01
201 1.3945312500e+00 5.3913602913e-01
201 1.3984375000e+00 5.3866459972e-01
201 1.4023437500e+00 5.3819504160e-01
201 1.4062500000e+00 5.3772736777e-01
201 1.4101562500e+00 5.3726150733e-01
201 1.4140625000e+00 5.3679752955e-01
201 1.4179687500e+00 5.3633534300e-01
201 1.4218750000e+00 5.3587499549e-01
201 1.4257812500e+00 5.3541644747e-01
201 1.4296875000e+00 5.3495965878e-01
201 1.4335937500e+00 5.3450465142e-01
201 1.4375000000e+00 5.3405140704e-01
201 1.4414062500e+00 5.3359989876e-01
201 1.4453125000e+00 5.3315012954e-01
201 1.4492187500e+00 5.3270209334e-01
201 1.4531250000e+00 5.3225574354e-01
201 1.4570312500e+00 5.3181108405e-01
201 1.4609375000e+00 5.3136812387e-01
201 1.4648437500e+00 5.3092683576e-01
201 1.4687500000e+00 5.3048720122e-01
201 1.4726562500e+00 5.3004920873e-01
201 1.4765625000e+00 5.2961286346e-01
201 1.4804687500e+00 5.2917814675e-01
201 1.4843750000e+00 5.2874501306e-01
201 1.4882812500e+00 5.2831350860e-01
201 1.4921875000e+00 5.2788355534e-01
201 1.4960937500e+00 5.2745523557e-01
201 1.5000000000e+00 5.2702844993e-01
201 1.5039062500e+00 5.2660322635e-01
201 1.5078125000e+00 5.2617955171e-01
201 1.5117187500e+00 5.2575739307e-01
201 1.5156250000e+00 5.2533678520e-01
201 1.5195312500e+00 5.2491768545e-01
201 1.5234375000e+00 5.2450006828e-01
201 1.5273437500e+00 5.2408395838e-01
201 1.5312500000e+00 5.2366933959e-01
201 1.5351562500e+00 5.2325619070e-01
201 1.5390625000e+00 5.2284449814e-01
201 1.5429687500e+00 5.2243427806e-01
201 1.5468750000e+00 5.2202548638e-01
201 1.5507812500e+00 5.2161811639e-01
201 1.5546875000e+00 5.2121217518e-01
201 1.5585937500e+00 5.2080766715e-01
201 1.5625000000e+00 5.2040456406e-01
201 1.5664062500e+00 5.2000282240e-01
201 1.5703125000e+00 5.1960250581e-01
201 1.5742187500e+00 5.1920354655e-01
201 1.5781250000e+00 5.1880598215e-01
201 1.5820312500e+00 5.1840974684e-01
201 1.5859375000e+00 5.1801486967e-01
201 1.5898437500e+00 5.1762136102e-01
201 1.5937500000e+00 5.1722915557e-01
201 1.5976562500e+00 5.1683829208e-01
201 1.6015625000e+00 5.1644873242e-01
201 1.6054687500e+00 5.1606047579e-01
201 1.6093750000e+00 5.1567353936e-01
201 1.6132812500e+00 5.1528789626e-01
201 1.6171875000e+00 5.1490352008e-01
201 1.6210937500e+00 5.1452042053e-01
201 1.6250000000e+00 5.1413860363e-01
201 1.6289062500e+00 5.1375804322e-01
201 1.6328125000e+00 5.1337872215e-01
201 1.6367187500e+00 5.1300065697e-01
201 1.6406250000e+00 5.1262381714e-01
201 1.6445312500e+00 5.1224820842e-01
