0.250	1.000000000000e+00
0.255	9.688529542603e-01
0.260	9.393284213078e-01
0.265	9.113101059515e-01
0.270	8.846923714610e-01
0.275	8.593790566095e-01
0.280	8.352824460592e-01
0.285	8.123223714608e-01
0.290	7.904254243673e-01
0.295	7.695242651174e-01
0.300	7.495570143527e-01
0.305	7.304667159054e-01
0.310	7.122008615106e-01
0.315	6.947109692256e-01
0.320	6.779522086315e-01
0.325	6.618830668931e-01
0.330	6.464650505906e-01
0.335	6.316624189493e-01
0.340	6.174419446898e-01
0.345	6.037726992327e-01
0.350	5.906258594217e-01
0.355	5.779745333045e-01
0.360	5.657936028200e-01
0.365	5.540595815185e-01
0.370	5.427504856699e-01
0.375	5.318457173212e-01
0.380	5.213259580341e-01
0.385	5.111730721872e-01
0.390	5.013700188585e-01
0.395	4.919007714147e-01
0.400	4.827502440383e-01
0.405	4.739042245043e-01
0.410	4.653493126006e-01
0.415	4.570728636469e-01
0.420	4.490629366304e-01
0.425	4.413082465245e-01
0.430	4.337981204061e-01
0.435	4.265224570216e-01
0.440	4.194716894939e-01
0.445	4.126367508894e-01
0.450	4.060090423931e-01
0.455	3.995804038668e-01
0.460	3.933430865840e-01
0.465	3.872897279589e-01
0.470	3.814133281002e-01
0.475	3.757072280405e-01
0.480	3.701650895023e-01
0.485	3.647808760774e-01
0.490	3.595488357056e-01
0.495	3.544634843507e-01
0.500	3.495195907784e-01
0.505	3.447121623525e-01
0.510	3.400364317703e-01
0.515	3.354878446655e-01
0.520	3.310620480143e-01
0.525	3.267548792851e-01
0.530	3.225623562756e-01
0.535	3.184806675894e-01
0.540	3.145061637039e-01
0.545	3.106353485886e-01
0.550	3.068648718347e-01
0.555	3.031915212594e-01
0.560	2.996122159533e-01
0.565	2.961239997388e-01
0.570	2.927240350135e-01
0.575	2.894095969504e-01
0.580	2.861780680333e-01
0.585	2.830269329035e-01
0.590	2.799537734985e-01
0.595	2.769562644625e-01
0.600	2.740321688132e-01
0.605	2.711793338456e-01
0.610	2.683956872613e-01
0.615	2.656792335057e-01
0.620	2.630280503031e-01
0.625	2.604402853750e-01
0.630	2.579141533327e-01
0.635	2.554479327314e-01
0.640	2.530399632784e-01
0.645	2.506886431837e-01
0.650	2.483924266468e-01
0.655	2.461498214705e-01
0.660	2.439593867942e-01
0.665	2.418197309410e-01
0.670	2.397295093703e-01
0.675	2.376874227316e-01
0.680	2.356922150125e-01
0.685	2.337426717766e-01
0.690	2.318376184857e-01
0.695	2.299759189014e-01
0.700	2.281564735632e-01
0.705	2.263782183369e-01
0.710	2.246401230308e-01
0.715	2.229411900764e-01
0.720	2.212804532689e-01
0.725	2.196569765651e-01
0.730	2.180698529359e-01
0.735	2.165182032702e-01
0.740	2.150011753276e-01
0.745	2.135179427373e-01
0.750	2.120677040409e-01
0.755	2.106496817776e-01
0.760	2.092631216083e-01
0.765	2.079072914777e-01
0.770	2.065814808119e-01
0.775	2.052849997508e-01
0.780	2.040171784121e-01
0.785	2.027773661866e-01
0.790	2.015649310624e-01
0.795	2.003792589774e-01
0.800	1.992197531983e-01
0.805	1.980858337250e-01
0.810	1.969769367188e-01
0.815	1.958925139541e-01
0.820	1.948320322916e-01
0.825	1.937949731732e-01
0.830	1.927808321356e-01
0.835	1.917891183445e-01
0.840	1.908193541456e-01
0.845	1.898710746342e-01
0.850	1.889438272405e-01
0.855	1.880371713312e-01
0.860	1.871506778264e-01
0.865	1.862839288308e-01
0.870	1.854365172786e-01
0.875	1.846080465922e-01
0.880	1.837981303530e-01
0.885	1.830063919852e-01
0.890	1.822324644499e-01
0.895	1.814759899519e-01
0.900	1.807366196563e-01
0.905	1.800140134152e-01
0.910	1.793078395047e-01
0.915	1.786177743712e-01
0.920	1.779435023864e-01
0.925	1.772847156113e-01
0.930	1.766411135685e-01
0.935	1.760124030221e-01
0.940	1.753982977654e-01
0.945	1.747985184165e-01
0.950	1.742127922198e-01
0.955	1.736408528554e-01
0.960	1.730824402544e-01
0.965	1.725373004202e-01
0.970	1.720051852567e-01
0.975	1.714858524015e-01
0.980	1.709790650647e-01
0.985	1.704845918734e-01
0.990	1.700022067210e-01
0.995	1.695316886219e-01
1.000	1.690728215700e-01
1.005	1.686253944030e-01
1.010	1.681892006702e-01
1.015	1.677640385048e-01
1.020	1.673497105004e-01
1.025	1.669460235911e-01
1.030	1.665527889362e-01
1.035	1.661698218072e-01
1.040	1.657969414796e-01
1.045	1.654339711275e-01
1.050	1.650807377213e-01
1.055	1.647370719290e-01
1.060	1.644028080203e-01
1.065	1.640777837736e-01
1.070	1.637618403858e-01
1.075	1.634548223853e-01
1.080	1.631565775467e-01
1.085	1.628669568090e-01
1.090	1.625858141955e-01
1.095	1.623130067368e-01
1.100	1.620483943954e-01
1.105	1.617918399930e-01
1.110	1.615432091396e-01
1.115	1.613023701648e-01
1.120	1.610691940514e-01
1.125	1.608435543701e-01
1.130	1.606253272171e-01
1.135	1.604143911528e-01
1.140	1.602106271425e-01
1.145	1.600139184985e-01
1.150	1.598241508243e-01
1.155	1.596412119602e-01
1.160	1.594649919300e-01
1.165	1.592953828898e-01
1.170	1.591322790781e-01
1.175	1.589755767667e-01
1.180	1.588251742140e-01
1.185	1.586809716182e-01
1.190	1.585428710734e-01
1.195	1.584107765254e-01
1.200	1.582845937297e-01
1.205	1.581642302100e-01
1.210	1.580495952184e-01
1.215	1.579405996961e-01
1.220	1.578371562355e-01
1.225	1.577391790433e-01
1.230	1.576465839041e-01
1.235	1.575592881460e-01
1.240	1.574772106057e-01
1.245	1.574002715957e-01
